0: y1-s5, y0-s6, g0-s7, g1-s0, y3-s5, y2-s6, g2-s7, g3-s0, y5-s5, y4-s6, g4-s7, g5-s0, y7-s5, y6-s6, g6-s7, g7-s0, y9-s5, y8-s6, g8-s7, g9-s0, b1-s5, b0-s0, b3-s5, b2-s0, b5-s5, b4-s0, b7-s5, b6-s0, b9-s5, b8-s0, 
535: g6-s1->s2, g2-s2->s1, b9-s3->s1, y7-s6->s4, g8-s1, y5-s2, b0-s5->s3, g4-s7->s2, b2-s3->s5, b4-s1, g7-s1, y9-s1, g1-s1, b5-s1, b6-s1, y8-s1, y1-s1, g3-s1, b8-s1, g9-s1, y0-s1, b7-s1, b1-s1, g5-s1, y3-s1, y2-s1, g0-s1, y4-s1, b3-s1, y6-s1, 
536: g4-s7->s2, g8-s1->s2, b9-s3->s1, y7-s6->s4, b2-s5, g2-s2->s1, g6-s2, y5-s2, b0-s5->s3, b4-s1->s3, g7-s1, y9-s1, g1-s1, b5-s1, b6-s1, y8-s1, y1-s1, g3-s1, b8-s1, g9-s1, y0-s1, b7-s1, b1-s1, g5-s1, y3-s1, y2-s1, g0-s1, y4-s1, b3-s1, y6-s1, 
537: b4-s1->s3, b9-s3->s1, g4-s7->s2, y7-s6->s4, g6-s2, g8-s1->s2, b2-s5, g2-s2->s1, b0-s5->s3, y5-s2, g7-s1, y9-s1, g1-s1, b5-s1, b6-s1, y8-s1, y1-s1, g3-s1, b8-s1, g9-s1, y0-s1, b7-s1, b1-s1, g5-s1, y3-s1, y2-s1, g0-s1, y4-s1, b3-s1, y6-s1, 
538: g7-s1->s0, b4-s1->s3, g6-s2->s7, g4-s7->s2, b2-s5, y9-s1, g8-s1->s2, g2-s2->s1, b0-s5->s3, y7-s6->s4, g1-s1, y5-s2, b5-s1, b6-s1, y8-s1, y1-s1, g3-s1, b8-s1, g9-s1, y0-s1, b7-s1, b1-s1, g5-s1, y3-s1, y2-s1, g0-s1, y4-s1, b3-s1, y6-s1, b9-s1, 
539: g4-s2, b0-s3, g7-s1->s0, g8-s1->s2, b4-s1->s3, g6-s2->s7, y7-s6->s4, g1-s1, y9-s1, b5-s1, b6-s1, y8-s1, y1-s1, g3-s1, b8-s1, g9-s1, y0-s1, b7-s1, b1-s1, g5-s1, y3-s1, y2-s1, g0-s1, y4-s1, b3-s1, y6-s1, b9-s1, b2-s5, g2-s2->s1, y5-s2, 
540: g6-s2->s7, y7-s6->s4, g1-s1, b2-s5, g7-s1->s0, g8-s1->s2, b4-s1->s3, g2-s2->s1, b5-s1, y9-s1, y5-s2, b6-s1, g4-s2, y8-s1, y1-s1, g3-s1, b8-s1, g9-s1, y0-s1, b7-s1, b1-s1, g5-s1, y3-s1, y2-s1, g0-s1, y4-s1, b3-s1, y6-s1, b9-s1, b0-s3, 
541: b2-s5, g8-s1->s2, b4-s1->s3, g2-s2->s1, g6-s2->s7, b0-s3->s1, y7-s6->s4, g7-s0, g1-s1, y9-s1, y5-s2, b5-s1, g4-s2, b6-s1, y8-s1, y1-s1, g3-s1, b8-s1, g9-s1, y0-s1, b7-s1, b1-s1, g5-s1, y3-s1, y2-s1, g0-s1, y4-s1, b3-s1, y6-s1, b9-s1, 
542: y7-s4, g8-s1->s2, y5-s2->s1, g7-s0, y9-s1, g4-s2, b2-s5, g6-s2->s7, b0-s3->s1, g1-s1, b4-s3, b5-s1, b6-s1, y8-s1, y1-s1, g3-s1, b8-s1, g9-s1, y0-s1, b7-s1, b1-s1, g5-s1, y3-s1, y2-s1, g0-s1, y4-s1, b3-s1, y6-s1, b9-s1, g2-s1, 
543: y7-s4, g6-s7, g8-s1->s2, y5-s2->s1, b0-s3->s1, b4-s3->s5, b2-s5->s3, g7-s0, b5-s1, y9-s1, g4-s2, b6-s1, g1-s1, y8-s1, y1-s1, g3-s1, b8-s1, g9-s1, y0-s1, b7-s1, b1-s1, g5-s1, y3-s1, y2-s1, g0-s1, y4-s1, b3-s1, y6-s1, b9-s1, g2-s1, 
544: g6-s7->s2, g7-s0, b5-s1, y7-s4, g8-s1->s2, y5-s2->s1, b0-s3->s1, b4-s3->s5, b2-s5->s3, b6-s1, y9-s1, g4-s2, y8-s1, g1-s1, y1-s1, g3-s1, b8-s1, g9-s1, y0-s1, b7-s1, b1-s1, g5-s1, y3-s1, y2-s1, g0-s1, y4-s1, b3-s1, y6-s1, b9-s1, g2-s1, 
545: y9-s1->s2, b0-s3->s1, b4-s3->s5, b5-s1, g1-s1, b6-s1, y8-s1, y1-s1, g3-s1, b8-s1, g9-s1, y0-s1, b7-s1, b1-s1, g5-s1, y3-s1, y2-s1, g0-s1, y4-s1, b3-s1, y6-s1, b9-s1, g2-s1, b2-s5->s3, y7-s4, g7-s0, y5-s2->s1, g6-s7->s2, g8-s2, g4-s2, 
546: b2-s5->s3, g7-s0, b0-s3->s1, b4-s3->s5, y7-s4->s2, g6-s7->s2, b5-s1, g8-s2, y9-s1->s2, y5-s2->s1, b6-s1, g1-s1, g4-s2, y8-s1, y1-s1, g3-s1, b8-s1, g9-s1, y0-s1, b7-s1, b1-s1, g5-s1, y3-s1, y2-s1, g0-s1, y4-s1, b3-s1, y6-s1, b9-s1, g2-s1, 
547: y9-s1->s2, y5-s2->s1, g8-s2->s7, b4-s3->s5, y7-s4->s2, b2-s5->s3, g7-s0, b5-s1, g1-s1, g4-s2, b6-s1, y8-s1, y1-s1, g3-s1, b8-s1, g9-s1, y0-s1, b7-s1, b1-s1, g5-s1, y3-s1, y2-s1, g0-s1, y4-s1, b3-s1, y6-s1, b9-s1, g2-s1, b0-s1, g6-s7->s2, 
548: g7-s0, y5-s2->s1, y7-s4->s2, b2-s5->s3, g6-s7->s2, b6-s1, g4-s2, y8-s1, y1-s1, g3-s1, b8-s1, g9-s1, y0-s1, b7-s1, b1-s1, g5-s1, y3-s1, y2-s1, g0-s1, y4-s1, b3-s1, y6-s1, b9-s1, g2-s1, b0-s1, y9-s1->s2, g1-s1, b4-s3->s5, g8-s2->s7, b5-s1->s0, 
549: y9-s1->s2, y7-s4->s2, g7-s0->s1, g1-s1, b6-s1, y5-s2->s1, g8-s2->s7, b4-s3->s5, b2-s5->s3, y8-s1, g6-s2, b5-s1->s0, g4-s2, y1-s1, g3-s1, b8-s1, g9-s1, y0-s1, b7-s1, b1-s1, g5-s1, y3-s1, y2-s1, g0-s1, y4-s1, b3-s1, y6-s1, b9-s1, g2-s1, b0-s1, 
550: g7-s0->s1, b5-s1->s0, y9-s1->s2, g4-s2->s1, g8-s2->s7, b4-s3->s5, b2-s5->s3, b6-s1, g1-s1, y8-s1, y1-s1, g3-s1, b8-s1, g9-s1, y0-s1, b7-s1, b1-s1, g5-s1, y3-s1, y2-s1, g0-s1, y4-s1, b3-s1, y6-s1, b9-s1, g2-s1, b0-s1, y5-s1, g6-s2, y7-s2, 
551: g7-s0->s1, b6-s1->s3, b4-s3->s5, y7-s2, b5-s0, y9-s1->s2, g4-s2->s1, g8-s2->s7, b2-s5->s3, y8-s1, g1-s1, g6-s2, y1-s1, g3-s1, b8-s1, g9-s1, y0-s1, b7-s1, b1-s1, g5-s1, y3-s1, y2-s1, g0-s1, y4-s1, b3-s1, y6-s1, b9-s1, g2-s1, b0-s1, y5-s1, 
552: g8-s7, y9-s1->s2, g4-s2->s1, b5-s0, y8-s1, g1-s1, g6-s2, y1-s1, y7-s2, g3-s1, b8-s1, g9-s1, y0-s1, b7-s1, b1-s1, g5-s1, y3-s1, y2-s1, g0-s1, y4-s1, b3-s1, y6-s1, b9-s1, g2-s1, b0-s1, y5-s1, g7-s1, b4-s5, b6-s1->s3, b2-s3, 
553: g4-s2->s1, g8-s7->s2, b5-s0, g6-s2, y7-s2, b4-s5, y8-s1, y9-s2, b2-s3, g1-s1->s2, b6-s1->s3, y1-s1, g3-s1, b8-s1, g9-s1, y0-s1, b7-s1, b1-s1, g5-s1, y3-s1, y2-s1, g0-s1, y4-s1, b3-s1, y6-s1, b9-s1, g2-s1, b0-s1, y5-s1, g7-s1, 
554: b2-s3, b4-s5, g1-s1->s2, b6-s1->s3, g4-s2->s1, y9-s2->s4, g8-s7->s2, b5-s0, y8-s1, g6-s2, y1-s1, y7-s2, g3-s1, b8-s1, g9-s1, y0-s1, b7-s1, b1-s1, g5-s1, y3-s1, y2-s1, g0-s1, y4-s1, b3-s1, y6-s1, b9-s1, g2-s1, b0-s1, y5-s1, g7-s1, 
555: g8-s7->s2, b5-s0, b4-s5, g1-s1->s2, b6-s1->s3, y8-s1->s5, g4-s2->s1, y9-s2->s4, b2-s3->s1, g6-s2, y7-s2, y1-s1, g3-s1, b8-s1, g9-s1, y0-s1, b7-s1, b1-s1, g5-s1, y3-s1, y2-s1, g0-s1, y4-s1, b3-s1, y6-s1, b9-s1, g2-s1, b0-s1, y5-s1, g7-s1, 
556: g1-s1->s2, b6-s1->s3, y8-s1->s5, g4-s2->s1, b2-s3->s1, b4-s5->s3, g8-s7->s2, y1-s1, g6-s2, g3-s1, y7-s2, b8-s1, g9-s1, y0-s1, b7-s1, b1-s1, g5-s1, y3-s1, y2-s1, g0-s1, y4-s1, b3-s1, y6-s1, b9-s1, g2-s1, b0-s1, y5-s1, g7-s1, b5-s0, y9-s2->s4, 
557: b2-s3->s1, g8-s7->s2, b5-s0, y1-s1, b6-s3, y8-s5, g1-s1->s2, g4-s2->s1, y9-s2->s4, b4-s5->s3, g3-s1, g6-s2, b8-s1, y7-s2, g9-s1, y0-s1, b7-s1, b1-s1, g5-s1, y3-s1, y2-s1, g0-s1, y4-s1, b3-s1, y6-s1, b9-s1, g2-s1, b0-s1, y5-s1, g7-s1, 
558: g8-s2, y9-s4, y8-s5, g1-s1->s2, y1-s1->s5, g4-s2->s1, b2-s3->s1, b4-s5->s3, b5-s0, g3-s1, g6-s2, b8-s1, y7-s2, g9-s1, y0-s1, b7-s1, b1-s1, g5-s1, y3-s1, y2-s1, g0-s1, y4-s1, b3-s1, y6-s1, b9-s1, g2-s1, b0-s1, y5-s1, g7-s1, b6-s3, 
559: g1-s1->s2, g6-s2->s1, b4-s5->s3, b5-s0, g3-s1, y7-s2, y1-s1->s5, y8-s5, b2-s3->s1, b8-s1, g8-s2, b6-s3, y9-s4, g9-s1, y0-s1, b7-s1, b1-s1, g5-s1, y3-s1, y2-s1, g0-s1, y4-s1, b3-s1, y6-s1, b9-s1, g2-s1, b0-s1, y5-s1, g7-s1, g4-s1, 
560: y9-s4, y8-s5, b5-s0->s1, g1-s1->s2, g6-s2->s1, b2-s3->s1, b6-s3->s5, b4-s5->s3, b8-s1, y1-s5, g3-s1, y7-s2, g9-s1, g8-s2, y0-s1, b7-s1, b1-s1, g5-s1, y3-s1, y2-s1, g0-s1, y4-s1, b3-s1, y6-s1, b9-s1, g2-s1, b0-s1, y5-s1, g7-s1, g4-s1, 
561: y9-s4, b5-s0->s1, g6-s2->s1, b6-s3->s5, y8-s5->s1, b4-s5->s3, y7-s2, g8-s2, y1-s5, b8-s1, g9-s1, y0-s1, b7-s1, b1-s1, g5-s1, y3-s1, y2-s1, g0-s1, y4-s1, b3-s1, y6-s1, b9-s1, g2-s1, b0-s1, y5-s1, g7-s1, g4-s1, b2-s1, g1-s1->s2, g3-s1, 
562: g6-s2->s1, b6-s3->s5, b8-s1, y9-s4, b5-s0->s1, g3-s1->s2, y7-s2, g9-s1, g8-s2, y0-s1, b7-s1, b1-s1, g5-s1, y3-s1, y2-s1, g0-s1, y4-s1, b3-s1, y6-s1, b9-s1, g2-s1, b0-s1, y5-s1, g7-s1, g4-s1, b2-s1, y1-s5, b4-s5->s3, g1-s2, y8-s5->s1, 
563: g1-s2, y9-s4, g3-s1->s2, g6-s2->s1, b6-s3->s5, b4-s5->s3, y7-s2, g8-s2, y1-s5, b8-s1, g9-s1, y0-s1, b7-s1, b1-s1, g5-s1, y3-s1, y2-s1, g0-s1, y4-s1, b3-s1, y6-s1, b9-s1, g2-s1, b0-s1, y5-s1, g7-s1, g4-s1, b2-s1, b5-s1, y8-s1, 
564: b8-s1->s3, y1-s5, b6-s3->s5, y9-s4->s6, b4-s5->s3, g9-s1, g3-s1->s2, y0-s1, b7-s1, b1-s1, g5-s1, y3-s1, y2-s1, g0-s1, y4-s1, b3-s1, y6-s1, b9-s1, g2-s1, b0-s1, y5-s1, g7-s1, g4-s1, b2-s1, b5-s1, y8-s1, g6-s2->s1, y7-s2, g1-s2->s7, g8-s2, 
565: y1-s5->s1, g9-s1, b4-s3, g3-s1->s2, b8-s1->s3, y0-s1, b7-s1, b1-s1, g5-s1, y3-s1, y2-s1, g0-s1, y4-s1, b3-s1, y6-s1, b9-s1, g2-s1, b0-s1, y5-s1, g7-s1, g4-s1, b2-s1, b5-s1, y8-s1, g6-s2->s1, y7-s2, g1-s2->s7, b6-s3->s5, y9-s4->s6, g8-s2, 
566: y1-s5->s1, g1-s2->s7, y9-s4->s6, g9-s1, b4-s3, b8-s1->s3, y0-s1, b7-s1, b1-s1, g5-s1, y3-s1, y2-s1, g0-s1, y4-s1, b3-s1, y6-s1, b9-s1, g2-s1, b0-s1, y5-s1, g7-s1, g4-s1, b2-s1, b5-s1, y8-s1, g3-s1->s2, g6-s2->s1, y7-s2, b6-s3->s5, g8-s2, 
567: b4-s3, g6-s2->s1, y7-s2, g8-s2, g3-s1->s2, g1-s2->s7, b6-s3->s5, y9-s4->s6, y0-s1, g9-s1->s0, b8-s1->s3, b7-s1, b1-s1, g5-s1, y3-s1, y2-s1, g0-s1, y4-s1, b3-s1, y6-s1, b9-s1, g2-s1, b0-s1, y5-s1, g7-s1, g4-s1, b2-s1, b5-s1, y8-s1, y1-s1, 
568: g9-s1->s0, g3-s1->s2, b8-s1->s3, y7-s2->s1, g1-s2->s7, b4-s3->s1, b6-s3->s5, y9-s4->s6, y0-s1, g8-s2, b7-s1, b1-s1, g5-s1, y3-s1, y2-s1, g0-s1, y4-s1, b3-s1, y6-s1, b9-s1, g2-s1, b0-s1, y5-s1, g7-s1, g4-s1, b2-s1, b5-s1, y8-s1, y1-s1, g6-s1, 
569: b6-s5, g1-s7, g9-s1->s0, g3-s1->s2, b8-s1->s3, b4-s3->s1, y9-s4->s6, y0-s1, b7-s1, b1-s1, g5-s1, y3-s1, y2-s1, g0-s1, y4-s1, b3-s1, y6-s1, b9-s1, g2-s1, b0-s1, y5-s1, g7-s1, g4-s1, b2-s1, b5-s1, y8-s1, y1-s1, g6-s1, y7-s2->s1, g8-s2, 
570: b6-s5->s3, y7-s2->s1, g8-s2, g9-s0, b4-s3->s1, y9-s4->s6, g1-s7->s2, y0-s1, g3-s2, b8-s3, b7-s1, b1-s1, g5-s1, y3-s1, y2-s1, g0-s1, y4-s1, b3-s1, y6-s1, b9-s1, g2-s1, b0-s1, y5-s1, g7-s1, g4-s1, b2-s1, b5-s1, y8-s1, y1-s1, g6-s1, 
571: g3-s2, b8-s3, y7-s2->s1, b4-s3->s1, y9-s4->s6, b6-s5->s3, g1-s7->s2, g9-s0, y0-s1, g8-s2, b7-s1, b1-s1, g5-s1, y3-s1, y2-s1, g0-s1, y4-s1, b3-s1, y6-s1, b9-s1, g2-s1, b0-s1, y5-s1, g7-s1, g4-s1, b2-s1, b5-s1, y8-s1, y1-s1, g6-s1, 
572: g9-s0, b8-s3, y0-s1->s2, y7-s2->s1, g3-s2->s7, b4-s3->s1, y9-s4->s6, b6-s5->s3, g1-s7->s2, b7-s1, g8-s2, b1-s1, g5-s1, y3-s1, y2-s1, g0-s1, y4-s1, b3-s1, y6-s1, b9-s1, g2-s1, b0-s1, y5-s1, g7-s1, g4-s1, b2-s1, b5-s1, y8-s1, y1-s1, g6-s1, 
573: y0-s1->s2, y7-s2->s1, b6-s5->s3, g1-s7->s2, g9-s0, b7-s1, g8-s2, b1-s1, g5-s1, y3-s1, y2-s1, g0-s1, y4-s1, b3-s1, y6-s1, b9-s1, g2-s1, b0-s1, y5-s1, g7-s1, g4-s1, b2-s1, b5-s1, y8-s1, y1-s1, g6-s1, b4-s3->s1, g3-s2->s7, b8-s3->s5, y9-s4->s6, 
574: b6-s5->s3, g1-s7->s2, g9-s0, b7-s1, y9-s6, y0-s1->s2, y7-s2->s1, g3-s2->s7, b8-s3->s5, b1-s1, g8-s2, g5-s1, y3-s1, y2-s1, g0-s1, y4-s1, b3-s1, y6-s1, b9-s1, g2-s1, b0-s1, y5-s1, g7-s1, g4-s1, b2-s1, b5-s1, y8-s1, y1-s1, g6-s1, b4-s1, 
575: y7-s2->s1, y9-s6->s4, g8-s2, g9-s0, g3-s2->s7, b8-s3->s5, g1-s2, y0-s1->s2, b7-s1, b1-s1, g5-s1, y3-s1, y2-s1, g0-s1, y4-s1, b3-s1, y6-s1, b9-s1, g2-s1, b0-s1, y5-s1, g7-s1, g4-s1, b2-s1, b5-s1, y8-s1, y1-s1, g6-s1, b4-s1, b6-s5->s3, 
576: y0-s1->s2, g1-s2, g3-s2->s7, y9-s6->s4, b8-s3->s5, b1-s1, b7-s1->s0, g8-s2->s1, g5-s1, y3-s1, y2-s1, g0-s1, y4-s1, b3-s1, y6-s1, b9-s1, g2-s1, b0-s1, y5-s1, g7-s1, g4-s1, b2-s1, b5-s1, y8-s1, y1-s1, g6-s1, b4-s1, y7-s1, g9-s0, b6-s5->s3, 
577: g9-s0->s1, b7-s1->s0, g8-s2->s1, b8-s3->s5, g1-s2, b6-s5->s3, y9-s6->s4, b1-s1, g3-s7, y0-s1->s2, g5-s1, y3-s1, y2-s1, g0-s1, y4-s1, b3-s1, y6-s1, b9-s1, g2-s1, b0-s1, y5-s1, g7-s1, g4-s1, b2-s1, b5-s1, y8-s1, y1-s1, g6-s1, b4-s1, y7-s1, 
578: g9-s0->s1, g3-s7->s2, g8-s2->s1, b8-s3->s5, b6-s5->s3, y9-s6->s4, g1-s2, y0-s1->s2, b1-s1, g5-s1, b7-s1->s0, y3-s1, y2-s1, g0-s1, y4-s1, b3-s1, y6-s1, b9-s1, g2-s1, b0-s1, y5-s1, g7-s1, g4-s1, b2-s1, b5-s1, y8-s1, y1-s1, g6-s1, b4-s1, y7-s1, 
579: g3-s7->s2, b7-s0, g5-s1, b6-s3, g9-s0->s1, y0-s1->s2, b1-s1->s3, b8-s3->s5, y3-s1, y2-s1, g0-s1, y4-s1, b3-s1, y6-s1, b9-s1, g2-s1, b0-s1, y5-s1, g7-s1, g4-s1, b2-s1, b5-s1, y8-s1, y1-s1, g6-s1, b4-s1, y7-s1, y9-s6->s4, g8-s2->s1, g1-s2, 
580: b8-s3->s5, b7-s0, g5-s1, b6-s3, y3-s1, y2-s1, g0-s1, y4-s1, b3-s1, y6-s1, b9-s1, g2-s1, b0-s1, y5-s1, g7-s1, g4-s1, b2-s1, b5-s1, y8-s1, y1-s1, g6-s1, b4-s1, y7-s1, g9-s1, g3-s7->s2, y0-s2, b1-s1->s3, g8-s2->s1, y9-s6->s4, g1-s2, 
581: b8-s3->s5, g3-s7->s2, g8-s2->s1, g1-s2, g5-s1->s2, b7-s0, y9-s6->s4, y3-s1, y0-s2, b6-s3, b1-s1->s3, y2-s1, g0-s1, y4-s1, b3-s1, y6-s1, b9-s1, g2-s1, b0-s1, y5-s1, g7-s1, g4-s1, b2-s1, b5-s1, y8-s1, y1-s1, g6-s1, b4-s1, y7-s1, g9-s1, 
582: b8-s5, g5-s1->s2, b1-s1->s3, g8-s2->s1, y0-s2->s4, b6-s3->s1, y9-s6->s4, g3-s7->s2, b7-s0, y3-s1, g1-s2, y2-s1, g0-s1, y4-s1, b3-s1, y6-s1, b9-s1, g2-s1, b0-s1, y5-s1, g7-s1, g4-s1, b2-s1, b5-s1, y8-s1, y1-s1, g6-s1, b4-s1, y7-s1, g9-s1, 
583: g3-s2, b8-s5, g5-s1->s2, g8-s2->s1, y0-s2->s4, b6-s3->s1, y9-s6->s4, b7-s0, y3-s1, g1-s2, y2-s1, g0-s1, y4-s1, b3-s1, y6-s1, b9-s1, g2-s1, b0-s1, y5-s1, g7-s1, g4-s1, b2-s1, b5-s1, y8-s1, y1-s1, g6-s1, b4-s1, y7-s1, g9-s1, b1-s1->s3, 
584: b8-s5, y0-s2->s4, y9-s6->s4, b7-s0, y3-s1, y2-s1, g0-s1, y4-s1, b3-s1, y6-s1, b9-s1, g2-s1, b0-s1, y5-s1, g7-s1, g4-s1, b2-s1, b5-s1, y8-s1, y1-s1, g6-s1, b4-s1, y7-s1, g9-s1, g5-s1->s2, b1-s1->s3, g8-s2->s1, g1-s2, g3-s2, b6-s3->s1, 
585: y0-s2->s4, b6-s3->s1, b7-s0, y3-s1, b1-s3, y9-s4, b8-s5, g8-s2->s1, y2-s1, g1-s2, g0-s1, g3-s2, y4-s1, b3-s1, y6-s1, b9-s1, g2-s1, b0-s1, y5-s1, g7-s1, g4-s1, b2-s1, b5-s1, y8-s1, y1-s1, g6-s1, b4-s1, y7-s1, g9-s1, g5-s1->s2, 
586: y9-s4, g1-s2->s1, b6-s3->s1, y0-s4, g3-s2, b7-s0, y2-s1, b1-s3, b8-s5, g5-s1->s2, y3-s1->s5, g0-s1, y4-s1, b3-s1, y6-s1, b9-s1, g2-s1, b0-s1, y5-s1, g7-s1, g4-s1, b2-s1, b5-s1, y8-s1, y1-s1, g6-s1, b4-s1, y7-s1, g9-s1, g8-s1, 
587: g5-s1->s2, y3-s1->s5, g1-s2->s1, b7-s0, y2-s1, g3-s2, g0-s1, y4-s1, b3-s1, y6-s1, b9-s1, g2-s1, b0-s1, y5-s1, g7-s1, g4-s1, b2-s1, b5-s1, y8-s1, y1-s1, g6-s1, b4-s1, y7-s1, g9-s1, g8-s1, b6-s3->s1, b8-s5, y9-s4, b1-s3->s5, y0-s4, 
588: b7-s0->s1, g5-s1->s2, g1-s2->s1, b1-s3->s5, y9-s4, g3-s2, y0-s4, b8-s5, y3-s5, y2-s1, g0-s1, y4-s1, b3-s1, y6-s1, b9-s1, g2-s1, b0-s1, y5-s1, g7-s1, g4-s1, b2-s1, b5-s1, y8-s1, y1-s1, g6-s1, b4-s1, y7-s1, g9-s1, g8-s1, b6-s1, 
589: y3-s5, y9-s4, b7-s0->s1, g1-s2->s1, b1-s3->s5, b8-s5->s3, y2-s1, y0-s4, g3-s2, g0-s1, y4-s1, b3-s1, y6-s1, b9-s1, g2-s1, b0-s1, y5-s1, g7-s1, g4-s1, b2-s1, b5-s1, y8-s1, y1-s1, g6-s1, b4-s1, y7-s1, g9-s1, g8-s1, b6-s1, g5-s2, 
590: y0-s4, y3-s5, b7-s0->s1, g1-s2->s1, y9-s4->s2, b8-s5->s3, y2-s1, g3-s2, g0-s1, y4-s1, b3-s1, y6-s1, b9-s1, g2-s1, b0-s1, y5-s1, g7-s1, g4-s1, b2-s1, b5-s1, y8-s1, y1-s1, g6-s1, b4-s1, y7-s1, g9-s1, g8-s1, b6-s1, b1-s3->s5, g5-s2->s7, 
591: y9-s4->s2, g1-s2->s1, g3-s2, y3-s5, g5-s2->s7, b8-s5->s3, g0-s1, y2-s1->s2, y4-s1, b3-s1, y6-s1, b9-s1, g2-s1, b0-s1, y5-s1, g7-s1, g4-s1, b2-s1, b5-s1, y8-s1, y1-s1, g6-s1, b4-s1, y7-s1, g9-s1, g8-s1, b6-s1, b7-s1, y0-s4, b1-s3->s5, 
592: y9-s4->s2, b8-s5->s3, g0-s1, y0-s4, y3-s5, y2-s1->s2, g1-s2->s1, g5-s2->s7, b1-s3->s5, y4-s1, g3-s2, b3-s1, y6-s1, b9-s1, g2-s1, b0-s1, y5-s1, g7-s1, g4-s1, b2-s1, b5-s1, y8-s1, y1-s1, g6-s1, b4-s1, y7-s1, g9-s1, g8-s1, b6-s1, b7-s1, 
593: y0-s4, y3-s5, g0-s1->s0, y2-s1->s2, g1-s2->s1, g5-s2->s7, b1-s3->s5, y9-s4->s2, b8-s5->s3, y4-s1, g3-s2, b3-s1, y6-s1, b9-s1, g2-s1, b0-s1, y5-s1, g7-s1, g4-s1, b2-s1, b5-s1, y8-s1, y1-s1, g6-s1, b4-s1, y7-s1, g9-s1, g8-s1, b6-s1, b7-s1, 
594: y3-s5, y9-s2, g0-s1->s0, y2-s1->s2, g5-s2->s7, y4-s1, b3-s1, b1-s3->s5, y6-s1, b9-s1, g2-s1, b0-s1, y5-s1, g7-s1, g4-s1, b2-s1, b5-s1, y8-s1, y1-s1, g6-s1, b4-s1, y7-s1, g9-s1, g8-s1, b6-s1, b7-s1, g1-s1, g3-s2->s1, y0-s4, b8-s5->s3, 
595: b3-s1, y9-s2, y3-s5, g5-s7, g0-s1->s0, y2-s1->s2, y0-s4->s6, b8-s5->s3, y6-s1, y4-s1, b9-s1, g2-s1, b0-s1, y5-s1, g7-s1, g4-s1, b2-s1, b5-s1, y8-s1, y1-s1, g6-s1, b4-s1, y7-s1, g9-s1, g8-s1, b6-s1, b7-s1, g1-s1, g3-s2->s1, b1-s3->s5, 
596: y0-s4->s6, b8-s5->s3, g5-s7->s2, g0-s0, b3-s1, y2-s1->s2, g3-s2->s1, y6-s1, y4-s1, y9-s2, b9-s1, g2-s1, b0-s1, y5-s1, g7-s1, g4-s1, b2-s1, b5-s1, y8-s1, y1-s1, g6-s1, b4-s1, y7-s1, g9-s1, g8-s1, b6-s1, b7-s1, g1-s1, y3-s5, b1-s5, 
597: y2-s1->s2, g3-s2->s1, y0-s4->s6, y3-s5->s1, g5-s7->s2, y4-s1, y9-s2, g0-s0, b8-s5->s3, b1-s5, b3-s1, y6-s1, b9-s1, g2-s1, b0-s1, y5-s1, g7-s1, g4-s1, b2-s1, b5-s1, y8-s1, y1-s1, g6-s1, b4-s1, y7-s1, g9-s1, g8-s1, b6-s1, b7-s1, g1-s1, 
598: g3-s2->s1, y0-s4->s6, g5-s7->s2, g0-s0, y9-s2, b1-s5, y3-s5->s1, b3-s1, b8-s3, y2-s1->s2, y6-s1, y4-s1, b9-s1, g2-s1, b0-s1, y5-s1, g7-s1, g4-s1, b2-s1, b5-s1, y8-s1, y1-s1, g6-s1, b4-s1, y7-s1, g9-s1, g8-s1, b6-s1, b7-s1, g1-s1, 
599: b3-s1->s3, g3-s2->s1, y0-s4->s6, g5-s7->s2, y9-s2, g0-s0, y2-s1->s2, y6-s1, b8-s3, y4-s1, b9-s1, g2-s1, b0-s1, y5-s1, g7-s1, g4-s1, b2-s1, b5-s1, y8-s1, y1-s1, g6-s1, b4-s1, y7-s1, g9-s1, g8-s1, b6-s1, b7-s1, g1-s1, y3-s1, b1-s5, 
600: y2-s2, b1-s5, b3-s1->s3, y0-s4->s6, g5-s7->s2, g0-s0, y6-s1, b9-s1, g2-s1, b0-s1, y5-s1, g7-s1, g4-s1, b2-s1, b5-s1, y8-s1, y1-s1, g6-s1, b4-s1, y7-s1, g9-s1, g8-s1, b6-s1, b7-s1, g1-s1, y3-s1, b8-s3->s1, y4-s1->s2, g3-s2->s1, y9-s2, 
601: b8-s3->s1, y0-s4->s6, y6-s1, y2-s2, b1-s5, y4-s1->s2, b3-s1->s3, g3-s2->s1, b9-s1, g5-s2, y9-s2, g2-s1, b0-s1, y5-s1, g7-s1, g4-s1, b2-s1, b5-s1, y8-s1, y1-s1, g6-s1, b4-s1, y7-s1, g9-s1, g8-s1, b6-s1, b7-s1, g1-s1, y3-s1, g0-s0, 
602: b3-s1->s3, y9-s2->s1, b8-s3->s1, y0-s4->s6, y4-s1->s2, g0-s0, y6-s1, b1-s5, y2-s2->s4, b9-s1, g2-s1, b0-s1, y5-s1, g7-s1, g4-s1, b2-s1, b5-s1, y8-s1, y1-s1, g6-s1, b4-s1, y7-s1, g9-s1, g8-s1, b6-s1, b7-s1, g1-s1, y3-s1, g3-s1, g5-s2, 
